0:33:56|92,3
0:34:56|48,6
0:35:56|38,3
1:54:25|51
1:58:5|58,3
1:59:5|67,4
2:14:49|68,6
2:15:49|59,1
2:16:49|61,8
2:17:49|2,2
2:18:49|46,1
2:19:49|2
2:20:49|40,5
2:21:49|0,4
2:22:49|11,9
2:23:49|63,6
2:24:49|62,9
2:25:49|13
2:26:49|93,5
2:27:49|87
2:28:49|87
2:29:49|32,1
2:30:49|72,6
2:31:49|70,8
2:32:49|73,9
2:33:49|44,6
2:34:49|33,2
2:35:49|96,3
2:36:49|4,3
2:37:49|23,4
2:38:49|77,7
2:39:49|35,8
2:40:49|25
2:41:49|51,5
2:42:49|34,3
2:43:49|75,1
2:44:49|15,3
2:45:49|38,7
15:40:3|19
15:40:56|80,8
15:53:56|39,9
15:54:56|11,2
15:55:56|56,4
15:57:14|78,8
