0:34:26|94,6
0:35:26|16,1
0:36:26|52,2
1:54:55|23,4
1:58:35|3,5
2:15:19|12,1
2:16:19|7,3
2:17:19|17,7
2:18:19|23,1
2:19:19|53,2
2:20:19|42,7
2:21:19|93,5
2:22:19|28,5
2:23:19|46
2:24:19|36,9
2:25:19|76,1
2:26:19|59,2
2:27:19|84,5
2:28:19|74,3
2:29:19|88
2:30:19|66
2:31:19|10,5
2:32:19|6,5
2:33:19|27,3
2:34:19|10,5
2:35:19|96,6
2:36:19|71,1
2:37:19|91,5
2:38:19|88,6
2:39:19|5,1
2:40:19|26,6
2:41:19|23,8
2:42:19|50,3
2:43:19|63,9
2:44:19|76,8
2:45:19|34,6
2:46:19|75,2
15:40:26|15,3
15:41:26|71,4
15:53:33|14,5
15:54:26|77,2
15:55:26|76,1
15:56:26|89,1
