1:4:40|88,6
1:5:40|28,2
1:6:40|13,4
1:7:40|35,1
1:8:40|70,7
2:1:53|39,3
2:2:53|56,8
2:3:53|8,9
3:4:47|87,5
3:5:47|97,6
3:7:45|97,3
3:8:45|18,5
3:9:45|22,3
3:10:45|2,9
3:11:45|51,4
3:13:6|38,2
4:10:39|88,8
4:11:39|25,2
4:12:39|3,1
4:13:39|81
4:14:39|92,3
4:15:39|67,4
4:16:39|86,9
4:17:39|47,7
4:18:39|62,3
4:19:39|8,2
4:20:39|58,1
4:21:39|99,3
4:22:39|49,2
4:23:39|26,5
4:24:39|89,3
4:25:39|56,5
4:26:39|35,4
4:27:39|48,9
4:28:39|21,4
4:29:39|0,2
4:30:39|28,4
4:31:39|65
4:32:39|37,7
4:33:39|31,6
4:34:39|72,8
4:35:39|15,8
4:36:39|68,3
4:37:39|56,1
4:38:39|60,2
4:39:39|9,8
4:40:39|13,3
4:41:39|63,6
4:42:39|50,7
4:43:39|26,3
4:44:39|10,9
4:45:39|79,4
4:46:39|88,6
4:47:39|31,2
4:48:39|38,5
4:49:39|70,4
4:50:39|84,6
4:51:39|95,7
4:52:39|90,3
4:53:39|30,1
4:54:39|19,1
4:55:39|33
4:56:39|58,4
4:57:39|62,3
4:58:39|62,8
4:59:39|24,8
5:0:39|26,6
5:1:39|49,1
5:2:39|29,6
5:3:39|91,1
5:4:39|93,8
5:5:39|52,9
5:6:39|85,7
5:7:39|17,8
5:8:39|29,8
5:9:39|53,8
5:10:39|59
5:11:39|54,5
5:12:39|6,9
5:13:39|64,1
5:14:39|35,6
5:15:39|6,9
5:16:39|24,3
5:17:39|91,9
5:18:39|33,1
5:19:39|48,3
5:20:39|49,7
5:21:39|15,5
5:22:39|60,4
5:23:39|23,7
5:24:39|93,8
5:25:39|32,1
5:26:39|41,4
5:27:39|60,6
5:28:39|26,3
5:29:39|87,7
5:30:39|33,3
5:31:39|21,4
5:32:39|60,2
5:33:39|6,6
5:34:39|12,5
5:35:39|53
5:36:39|0
5:37:39|47,3
5:38:39|10,2
5:39:39|47
5:40:39|40,7
5:41:39|19,4
5:42:39|89,7
5:43:39|40,4
5:44:39|60,4
5:45:39|96,6
5:46:39|64,7
5:47:39|64,2
5:48:39|99,8
5:49:39|21,3
5:50:39|46,3
5:51:39|57,6
5:52:39|79,8
5:53:39|94,3
5:54:39|16,4
5:55:39|33,2
5:56:39|43,2
5:57:39|53,2
5:58:39|61,2
5:59:39|31,1
6:0:39|94,5
6:1:39|96,4
6:2:39|20,1
6:3:39|91,7
6:4:39|90,6
6:5:39|96,7
6:6:39|55,3
6:7:39|17,2
6:8:39|92,7
6:9:39|8,4
6:10:39|63
6:11:39|32,8
6:12:39|88,2
6:13:39|24,4
6:14:39|79,9
6:15:39|50,6
6:16:39|98,4
6:17:39|51,3
6:18:39|99,7
6:19:39|17,6
6:20:39|10,2
6:21:39|23,5
6:22:39|9,8
6:23:39|98,3
6:24:39|35,3
6:25:39|52,9
6:26:39|28,3
6:27:39|20,9
6:28:39|21,3
6:29:39|78,1
6:30:39|63,5
6:31:39|17,7
6:32:39|13,1
6:33:39|64,8
6:34:39|33,3
6:35:39|74,1
6:36:39|24,8
6:37:39|81,7
6:38:39|94,4
6:39:39|48
6:40:39|34,8
6:41:39|90,1
6:42:39|23,7
6:43:39|47,9
6:44:39|41,1
6:45:39|23,9
6:46:39|11,7
6:47:39|29,7
6:48:39|17,5
6:49:39|16
6:50:39|4,2
6:51:39|22,5
6:52:39|83,7
6:53:39|48,5
6:54:39|14,8
6:55:39|88,5
6:56:39|92,4
6:57:39|53,9
6:58:39|45,5
6:59:39|59,1
7:0:39|89,7
7:1:39|99,7
7:2:39|75,4
7:3:39|39,6
7:4:39|89,8
7:5:39|38,8
7:6:39|0,2
7:7:39|54,9
7:8:39|58,4
7:9:39|49,5
7:10:39|52,5
7:11:39|50,6
7:12:39|99,5
7:13:39|64,8
7:14:39|76,4
7:15:39|27,9
7:16:39|50,1
7:17:39|97,5
7:18:39|99,8
7:19:39|93
7:20:39|87
7:21:39|3
7:22:39|75,3
7:23:39|25,5
7:24:39|64,9
7:25:39|73,3
7:26:39|77,4
7:27:39|14,2
7:28:39|65,2
7:29:39|30,3
7:30:39|61,1
7:31:39|83,1
7:32:39|4,3
7:33:39|19,3
7:34:39|19,7
7:35:39|64
7:36:39|25,6
7:37:39|32,8
7:38:39|2,1
7:39:39|36,9
7:40:39|49,9
7:41:39|27,8
7:42:39|92,2
7:43:39|49,8
7:44:39|85,6
7:45:39|30,8
7:46:39|20
22:1:17|6,6
22:2:17|68,2
22:3:17|81,6
22:4:17|45
22:5:17|42,4
22:6:17|10,8
22:7:17|15,1
22:8:17|65,8
22:9:17|97,2
22:10:17|38,4
22:11:17|91,4
22:12:17|56,4
22:13:17|97,1
22:14:17|59,6
22:15:17|35
22:16:17|46,3
22:17:18|56,4
22:18:17|0
22:19:17|35
22:20:17|72,1
22:21:18|84,3
22:22:17|68,8
22:23:17|74,4
22:24:17|73
22:25:17|97,1
22:26:18|17,9
22:27:17|55,4
22:28:18|42,4
22:29:17|31,8
22:30:17|42,9
22:31:17|37,2
22:32:17|15,3
22:33:17|89,3
22:34:17|95,6
22:35:17|23,8
22:36:17|40,6
22:37:17|42,6
22:38:17|28,7
22:39:18|13,9
22:40:18|53,3
22:41:17|54,6
22:42:17|33,3
22:43:17|0,4
22:44:17|91,8
22:45:17|8,6
22:46:17|67,9
22:47:17|36,5
22:48:17|14,1
22:49:17|69,1
22:50:17|61,3
22:51:17|12,5
22:52:18|12,1
22:53:18|48,2
22:54:18|6,1
22:55:17|60,8
22:56:17|12,8
22:57:17|35
22:58:18|46,9
22:59:17|60,6
23:0:18|42,8
23:1:17|95,4
23:2:17|31,5
23:3:17|4,7
23:4:17|28,1
23:5:17|75,6
23:6:17|95
23:7:17|97
23:8:17|69,4
23:9:17|80,7
23:10:17|97,7
23:11:17|50,8
23:12:17|67,2
23:13:17|81,6
23:14:17|1
23:15:17|86
23:16:17|11,1
23:17:17|12,5
23:18:17|41,6
23:19:17|44,4
23:20:17|47,1
23:21:17|61
23:22:17|26,7
23:23:18|10
23:24:18|33,2
23:25:18|73,9
23:26:18|24,1
23:27:18|36,9
23:28:18|27,2
23:29:18|51,5
23:30:18|60,1
23:31:18|41,6
23:32:18|61,3
23:33:18|51
23:34:18|8,7
23:35:18|73,6
23:36:18|14,2
23:37:18|70,6
23:38:18|87,6
23:39:18|42,5
23:40:18|23,9
23:41:18|19,6
23:42:18|86,4
23:43:18|15,3
23:44:18|28,1
23:45:17|82,6
23:46:17|87,1
23:47:18|97,7
23:48:18|56,6
23:49:18|70,1
23:50:18|15,8
23:51:18|4
23:52:17|89,5
23:53:17|38,3
23:54:18|79
23:55:17|35,8
23:56:18|36
23:57:18|71,8
23:58:18|74,1
23:59:18|23,4
0:0:18|84,1
0:1:18|76
0:2:18|65,2
0:3:18|95
0:4:18|84,1
0:5:18|65,3
0:6:18|71,5
0:7:18|69,6
0:8:18|24,4
