0:43:58|93,9
0:44:58|89
0:45:58|93,1
0:46:58|45,8
0:47:58|55,8
0:48:58|57,9
0:49:58|20,7
0:50:58|4,3
1:23:33|79,6
1:24:33|97
1:25:33|43
1:26:33|13,2
1:27:33|17,1
1:28:33|6,5
1:29:33|88
1:30:33|42,4
1:31:33|88,4
1:32:33|45,8
1:33:33|11,4
1:34:33|68,1
1:35:33|3,9
1:36:33|25,8
1:37:33|39,9
1:38:33|23
1:48:57|67,8
1:49:57|35,8
1:50:57|13,9
1:51:57|61,1
1:52:57|59,5
1:53:57|0,7
1:54:57|54,4
2:5:41|61,9
2:6:41|78
2:7:41|97,7
2:8:41|92,1
2:9:41|97,2
2:10:41|14,9
2:11:41|13,9
2:12:41|38,6
2:13:41|9,8
2:14:41|47,6
2:15:41|6,1
2:16:41|51,3
2:17:41|26
2:18:41|41,7
2:19:41|4,5
2:20:41|69,3
2:21:41|65
2:22:41|61,4
2:23:41|59
2:24:41|37,2
2:25:41|74,3
2:26:41|43,3
2:27:41|70,8
2:28:41|66,9
2:29:41|87,2
2:30:41|20,9
2:31:41|68,3
2:32:41|23,1
21:55:38|31,9
21:56:38|89,3
21:57:38|55,6
21:58:38|59,4
21:59:38|54,4
22:0:38|16,8
22:1:38|14,1
22:2:38|61,1
22:3:38|43,2
22:4:38|48,5
22:5:38|61,4
22:6:38|19,2
22:7:38|19,8
22:8:38|65,7
22:32:43|70
22:33:43|6
